"0.id","0.description","0.awp","0.gdp","0.cause","0.severity","0.completed","0.confirmed","0.roadName","0.lastUpdatedTimestamp","0.current","0.latitude","0.longitude","0.teEventType","0.delay","0.returnToFreeFlow","0.creationDate","0.overallEndDate","0.overallStartDate","0.periods.0.id","0.periods.0.eventId","0.periods.0.startPeriod","0.periods.0.endPeriod","0.periods.1.id","0.periods.1.eventId","0.periods.1.startPeriod","0.periods.1.endPeriod","0.offSRN","0.eventReference","0.displayM6TollPromo","0.eventLanes.0.laneName","0.eventLanes.0.laneStatus","0.eventLanes.1.laneName","0.eventLanes.1.laneStatus","0.eventLanes.2.laneName","0.eventLanes.2.laneStatus","0.eventLanes.3.laneName","0.eventLanes.3.laneStatus","0.eventLanes.4.laneName","0.eventLanes.4.laneStatus","0.laneClosureDescription","0.fullClosure","0.idProvidedBySource","0.linkIds.0","0.linkIds.1","0.linkIds.2","0.additionalDescription","0.formatDesc.0","0.formatDesc.1","0.formatDesc.2","0.formatDesc.3","0.gdpFormatted.0","0.gdpFormatted.1","0.gdpFormatted.2","0.gdpFormatted.3","0.awpFormatted.0","0.junction_ds_desc","0.junction_us_desc","1.id","1.description","1.awp","1.gdp","1.cause","1.severity","1.completed","1.confirmed","1.roadName","1.lastUpdatedTimestamp","1.current","1.latitude","1.longitude","1.teEventType","1.delay","1.returnToFreeFlow","1.creationDate","1.overallEndDate","1.overallStartDate","1.periods.0.id","1.periods.0.eventId","1.periods.0.startPeriod","1.periods.0.endPeriod","1.offSRN","1.eventReference","1.displayM6TollPromo","1.laneClosureDescription","1.fullClosure","1.idProvidedBySource","1.linkIds.0","1.linkIds.1","1.linkIds.2","1.linkIds.3","1.linkIds.4","1.linkIds.5","1.additionalDescription","1.formatDesc.0","1.formatDesc.1","1.formatDesc.2","1.formatDesc.3","1.formatDesc.4","1.gdpFormatted.0","1.gdpFormatted.1","1.gdpFormatted.2","1.gdpFormatted.3","1.gdpFormatted.4","1.awpFormatted.0","1.junction_ds_desc","1.junction_us_desc","_key","0.formatDesc.4","0.gdpFormatted.4","0.periods.2.id","0.periods.2.eventId","0.periods.2.startPeriod","0.periods.2.endPeriod","0.awpFormatted.1","0.awpFormatted.2","0.awpFormatted.3","2.id","2.description","2.awp","2.gdp","2.cause","2.severity","2.completed","2.confirmed","2.roadName","2.lastUpdatedTimestamp","2.current","2.latitude","2.longitude","2.teEventType","2.delay","2.returnToFreeFlow","2.creationDate","2.overallEndDate","2.overallStartDate","2.periods.0.id","2.periods.0.eventId","2.periods.0.startPeriod","2.periods.0.endPeriod","2.periods.1.id","2.periods.1.eventId","2.periods.1.startPeriod","2.periods.1.endPeriod","2.periods.2.id","2.periods.2.eventId","2.periods.2.startPeriod","2.periods.2.endPeriod","2.offSRN","2.eventReference","2.displayM6TollPromo","2.eventLanes.0.laneName","2.eventLanes.0.laneStatus","2.eventLanes.1.laneName","2.eventLanes.1.laneStatus","2.eventLanes.2.laneName","2.eventLanes.2.laneStatus","2.eventLanes.3.laneName","2.eventLanes.3.laneStatus","2.laneClosureDescription","2.fullClosure","2.idProvidedBySource","2.linkIds.0","2.linkIds.1","2.linkIds.2","2.additionalDescription","2.formatDesc.0","2.formatDesc.1","2.formatDesc.2","2.formatDesc.3","2.gdpFormatted.0","2.gdpFormatted.1","2.gdpFormatted.2","2.gdpFormatted.3","2.awpFormatted.0","2.awpFormatted.1","2.awpFormatted.2","2.awpFormatted.3","2.junction_ds_desc","2.junction_us_desc","3.id","3.description","3.awp","3.gdp","3.cause","3.severity","3.completed","3.confirmed","3.roadName","3.lastUpdatedTimestamp","3.current","3.latitude","3.longitude","3.teEventType","3.delay","3.returnToFreeFlow","3.creationDate","3.overallEndDate","3.overallStartDate","3.periods.0.id","3.periods.0.eventId","3.periods.0.startPeriod","3.periods.0.endPeriod","3.periods.1.id","3.periods.1.eventId","3.periods.1.startPeriod","3.periods.1.endPeriod","3.periods.2.id","3.periods.2.eventId","3.periods.2.startPeriod","3.periods.2.endPeriod","3.offSRN","3.eventReference","3.displayM6TollPromo","3.eventLanes.0.laneName","3.eventLanes.0.laneStatus","3.eventLanes.1.laneName","3.eventLanes.1.laneStatus","3.eventLanes.2.laneName","3.eventLanes.2.laneStatus","3.eventLanes.3.laneName","3.eventLanes.3.laneStatus","3.laneClosureDescription","3.fullClosure","3.idProvidedBySource","3.linkIds.0","3.additionalDescription","3.formatDesc.0","3.formatDesc.1","3.formatDesc.2","3.formatDesc.3","3.gdpFormatted.0","3.gdpFormatted.1","3.gdpFormatted.2","3.gdpFormatted.3","3.awpFormatted.0","3.awpFormatted.1","3.awpFormatted.2","3.awpFormatted.3","3.junction_ds_desc","3.junction_us_desc","1.periods.1.id","1.periods.1.eventId","1.periods.1.startPeriod","1.periods.1.endPeriod","1.periods.2.id","1.periods.2.eventId","1.periods.2.startPeriod","1.periods.2.endPeriod","1.eventLanes.0.laneName","1.eventLanes.0.laneStatus","1.eventLanes.1.laneName","1.eventLanes.1.laneStatus","1.eventLanes.2.laneName","1.eventLanes.2.laneStatus","1.eventLanes.3.laneName","1.eventLanes.3.laneStatus","1.awpFormatted.1","1.awpFormatted.2","1.awpFormatted.3","2.periods.3.id","2.periods.3.eventId","2.periods.3.startPeriod","2.periods.3.endPeriod","2.periods.4.id","2.periods.4.eventId","2.periods.4.startPeriod","2.periods.4.endPeriod","1.periods.3.id","1.periods.3.eventId","1.periods.3.startPeriod","1.periods.3.endPeriod","1.periods.4.id","1.periods.4.eventId","1.periods.4.startPeriod","1.periods.4.endPeriod","2.periods.5.id","2.periods.5.eventId","2.periods.5.startPeriod","2.periods.5.endPeriod","2.periods.6.id","2.periods.6.eventId","2.periods.6.startPeriod","2.periods.6.endPeriod","2.awpFormatted.4","2.awpFormatted.5","2.formatDesc.4","2.gdpFormatted.4","3.periods.3.id","3.periods.3.eventId","3.periods.3.startPeriod","3.periods.3.endPeriod","3.periods.4.id","3.periods.4.eventId","3.periods.4.startPeriod","3.periods.4.endPeriod","0.linkIds.3","1.awpFormatted.4","1.awpFormatted.5","0.periods.3.id","0.periods.3.eventId","0.periods.3.startPeriod","0.periods.3.endPeriod","1.eventLanes.4.laneName","1.eventLanes.4.laneStatus","2.eventLanes.4.laneName","2.eventLanes.4.laneStatus","0.linkIds.4","0.linkIds.5"
"3786873",,"","Location : The M1 northbound between junctions J23A  and J24A 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 11 May 2022
","M1 northbound and southbound Jct 23 to Jct 25.
Slip road and lane closure for construction works.
Diversion via national Highways network.","LOW",false,false,"M1",1652209455424,true,52.823383,-1.3034756,"ROADWORKS",,,,1652245200000,1652209200000,,,1652122800000,1652158800000,,,1652209200000,1652245200000,false,"RW-22-05-06-500862",false,"Hard Shoulder","NORMAL","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","NORMAL","Lane 4","NORMAL",,false,"245984",107026901,107031401,107031202,,"Location : The M1 northbound between junctions J23A  and J24A ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 northbound between junctions J23A  and J24A ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","","J24","J23A","3745636",,"","Location : The M1 northbound between junctions J23A  and J25 
Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022
","","LOW",false,false,"M1",1652123114546,true,52.81446,-1.3064433,"ROADWORKS",,,,1664596860000,1652122800000,,,1652122800000,1664596860000,false,"RW-22-04-04-101401",false,,false,"245984",199017201,107026901,107031801,107031401,199016702,107031202,,"Location : The M1 northbound between junctions J23A  and J25 ","Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022","Location : The M1 northbound between junctions J23A  and J25 ","Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022","","J24","J23A","107026901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3786873",,"","Location : The M1 northbound between junctions J23A  and J24A 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 11 May 2022
","M1 northbound and southbound Jct 23 to Jct 25.
Slip road and lane closure for construction works.
Diversion via national Highways network.","LOW",false,false,"M1",1652209455424,true,52.823383,-1.3034756,"ROADWORKS",,,,1652245200000,1652209200000,,,1652122800000,1652158800000,,,1652209200000,1652245200000,false,"RW-22-05-06-500862",false,"Hard Shoulder","NORMAL","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","NORMAL","Lane 4","NORMAL",,false,"245984",107026901,107031401,107031202,,"Location : The M1 northbound between junctions J23A  and J24A ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 northbound between junctions J23A  and J24A ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","","J24","J23A","3745636",,"","Location : The M1 northbound between junctions J23A  and J25 
Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022
","","LOW",false,false,"M1",1652123114546,true,52.81446,-1.3064433,"ROADWORKS",,,,1664596860000,1652122800000,,,1652122800000,1664596860000,false,"RW-22-04-04-101401",false,,false,"245984",199017201,107026901,107031801,107031401,199016702,107031202,,"Location : The M1 northbound between junctions J23A  and J25 ","Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022","Location : The M1 northbound between junctions J23A  and J25 ","Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022","","J24","J23A","107031202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3786873",,"","Location : The M1 northbound between junctions J23A  and J24A 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 11 May 2022
","M1 northbound and southbound Jct 23 to Jct 25.
Slip road and lane closure for construction works.
Diversion via national Highways network.","LOW",false,false,"M1",1652209455424,true,52.823383,-1.3034756,"ROADWORKS",,,,1652245200000,1652209200000,,,1652122800000,1652158800000,,,1652209200000,1652245200000,false,"RW-22-05-06-500862",false,"Hard Shoulder","NORMAL","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","NORMAL","Lane 4","NORMAL",,false,"245984",107026901,107031401,107031202,,"Location : The M1 northbound between junctions J23A  and J24A ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 northbound between junctions J23A  and J24A ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","","J24","J23A","3745636",,"","Location : The M1 northbound between junctions J23A  and J25 
Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022
","","LOW",false,false,"M1",1652123114546,true,52.81446,-1.3064433,"ROADWORKS",,,,1664596860000,1652122800000,,,1652122800000,1664596860000,false,"RW-22-04-04-101401",false,,false,"245984",199017201,107026901,107031801,107031401,199016702,107031202,,"Location : The M1 northbound between junctions J23A  and J25 ","Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022","Location : The M1 northbound between junctions J23A  and J25 ","Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022","","J24","J23A","107031401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3786874",,"","Location : The M1 northbound at junction J23A 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 11 May 2022
","M1 northbound and southbound Jct 23 to Jct 25.
Slip road and lane closure for construction works.
Diversion via national Highways network.","LOW",false,false,"M1",1652209454743,true,52.81446,-1.3064433,"ROADWORKS",,,,1652245200000,1652209200000,,,1652122800000,1652158800000,,,1652209200000,1652245200000,false,"RW-22-05-06-500863",false,"Hard Shoulder","NORMAL","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","NORMAL",,,,false,"245984",107031801,,,,"Location : The M1 northbound at junction J23A ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 northbound at junction J23A ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","","J23A","J23","3745636",,"","Location : The M1 northbound between junctions J23A  and J25 
Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022
","","LOW",false,false,"M1",1652123114546,true,52.81446,-1.3064433,"ROADWORKS",,,,1664596860000,1652122800000,,,1652122800000,1664596860000,false,"RW-22-04-04-101401",false,,false,"245984",199017201,107026901,107031801,107031401,199016702,107031202,,"Location : The M1 northbound between junctions J23A  and J25 ","Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022","Location : The M1 northbound between junctions J23A  and J25 ","Name : M1 northbound within J23A : M1 J25 northbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 20:05 on 9 May 2022 to 05:01 on 1 October 2022","","J24","J23A","107031801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3791640",,"","Location : The M1 northbound between junctions J16  and J18 
Reason : Broken down vehicle
Status : Currently Active
Time To Clear : The event is expected to clear between 22:45 and 23:00 on 10 May 2022
Return To Normal : Normal traffic conditions are expected between 22:45 and 23:00 on 10 May 2022
","","LOW",false,true,"M1",1652216709175,true,52.322014,-1.138136,"INCIDENT",,,,1652219280000,1652214684051,,,1652214684051,1652219280000,,,,,false,"UF-22-05-10-201254",false,"Lane 1","CLOSED","Lane 2","NORMAL","Lane 3","NORMAL","Lane 4","NORMAL",,,,false,,108018102,,,,"Location : The M1 northbound between junctions J16  and J18 ","Reason : Broken down vehicle","Status : Currently Active","Time To Clear : The event is expected to clear between 22:45 and 23:00 on 10 May 2022","Location : The M1 northbound between junctions J16  and J18 ","Reason : Broken down vehicle","Status : Currently Active","Time To Clear : The event is expected to clear between 22:45 and 23:00 on 10 May 2022","","J17","J16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108018102","Return To Normal : Normal traffic conditions are expected between 22:45 and 23:00 on 10 May 2022","Return To Normal : Normal traffic conditions are expected between 22:45 and 23:00 on 10 May 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3776463",,"Location : The M1 southbound at junction J16 
Reason : Roadworks are planned
Status : Pending
Schedule : Expect disruption everyday between 21:00 and 06:00 from 10 May 2022 to 13 May 2022
","Location : The M1 southbound at junction J16 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 11 May 2022
","M1 northbound and southbound Jct 16.
Carriageway closures, lane closures and 24 hour narrow lanes with a speed restriction  due to construction works (SMART Motorways).","HIGHEST",false,false,"M1",1652213074361,true,52.231583,-1.0215018,"ROADWORKS",,,,1652418000000,1652212800000,,,1652212800000,1652245200000,,,1652299200000,1652331600000,false,"RW-22-04-28-401125",false,"Hard Shoulder","CLOSED","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",,,,true,"75419",108018701,,,,"Location : The M1 southbound at junction J16 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 southbound at junction J16 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 southbound at junction J16 ","J16","J17","3767277",,"","Location : The M1 southbound at junction J16 
Name : M1 southbound within J16 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 21:02 on 10 May 2022 to 06:00 on 21 May 2022
","","LOW",false,false,"M1",1652212949659,true,52.231583,-1.0215018,"ROADWORKS",,,,1653109200000,1652212800000,,,1652212800000,1653109200000,false,"RW-22-04-21-401015",false,,false,"75419",108018701,,,,,,,"Location : The M1 southbound at junction J16 ","Name : M1 southbound within J16 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:02 on 10 May 2022 to 06:00 on 21 May 2022","Location : The M1 southbound at junction J16 ","Name : M1 southbound within J16 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:02 on 10 May 2022 to 06:00 on 21 May 2022","","J16","J17","108018701",,,,,1652385600000,1652418000000,"Reason : Roadworks are planned","Status : Pending","Schedule : Expect disruption everyday between 21:00 and 06:00 from 10 May 2022 to 13 May 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3767265",,"Location : The M1 southbound between junctions J18  and J16 
Reason : Roadworks are planned
Status : Pending
Schedule : Expect disruption everyday between 21:00 and 06:00 from 10 May 2022 to 13 May 2022
","Location : The M1 southbound between junctions J18  and J16 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 11 May 2022
","M1 northbound and southbound Jct 16 to Jct 17.
Carriageway, lane closures and 24 hour hardshoulder closures with narrow lanes with a speed restriction  due to construction works (SMART Motorways).
","LOW",false,false,"M1",1652212949266,true,52.264996,-1.0904053,"ROADWORKS",,,,1652418000000,1652212800000,,,1652212800000,1652245200000,,,1652299200000,1652331600000,false,"RW-22-04-21-401003",false,"Lane 1","NORMAL","Lane 2","CLOSED","Lane 3","CLOSED","Lane 4","NORMAL",,,,false,"75417",108018902,,,,"Location : The M1 southbound between junctions J18  and J16 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 southbound between junctions J18  and J16 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 southbound between junctions J18  and J16 ","J16","J17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108018902",,,,,1652385600000,1652418000000,"Reason : Roadworks are planned","Status : Pending","Schedule : Expect disruption everyday between 21:00 and 06:00 from 10 May 2022 to 13 May 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3791630",,"","Location : The M1 southbound between junctions J16  and J15 
Reason : Roadworks
Status : Currently Active
Period : from 21:18 on 10 May 2022 to 06:00 on 11 May 2022
","","HIGHEST",false,true,"M1",1652213976307,true,52.228725,-1.0083315,"ROADWORKS",,,,1652245200000,1652213908578,,,1652213908578,1652245200000,,,,,false,"RW-22-05-10-201244",false,"Hard Shoulder","CLOSED","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",,,,true,"75417",108019301,108019101,108019601,,"Location : The M1 southbound between junctions J16  and J15 ","Reason : Roadworks","Status : Currently Active","Period : from 21:18 on 10 May 2022 to 06:00 on 11 May 2022","Location : The M1 southbound between junctions J16  and J15 ","Reason : Roadworks","Status : Currently Active","Period : from 21:18 on 10 May 2022 to 06:00 on 11 May 2022","","J15","J15A","3617532",,"","Location : The M1 southbound between junctions J16  and J15A 
Name : M1 southbound between J16 and J15A : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 21:01 on 9 May 2022 to 06:00 on 21 May 2022
","","LOW",false,false,"M1",1652165457587,true,52.228287,-1.0063062,"ROADWORKS",,,,1653109200000,1652126400000,,,1652126400000,1653109200000,false,"RW-21-12-23-400564",false,,false,"75420",108019101,,,,,,,"Location : The M1 southbound between junctions J16  and J15A ","Name : M1 southbound between J16 and J15A : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:01 on 9 May 2022 to 06:00 on 21 May 2022","Location : The M1 southbound between junctions J16  and J15A ","Name : M1 southbound between J16 and J15A : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 21:01 on 9 May 2022 to 06:00 on 21 May 2022","","J15A","J16","108019101",,,,,,,,,,"3782277",,"Location : The M1 southbound between junctions J16  and J15 
Reason : Roadworks are planned
Status : Pending
Schedule : Expect disruption everyday between 21:00 and 06:00 from 10 May 2022 to 13 May 2022
","Location : The M1 southbound between junctions J16  and J15 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 11 May 2022
","","HIGHEST",false,false,"M1",1652213156095,true,52.228657,-1.0080028,"ROADWORKS",,,,1652418000000,1652212800000,,,1652212800000,1652245200000,,,1652299200000,1652331600000,,,1652385600000,1652418000000,false,"RW-22-05-03-201122",false,"Hard Shoulder","CLOSED","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",,true,"75419",108019301,108019101,108019601,,"Location : The M1 southbound between junctions J16  and J15 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 southbound between junctions J16  and J15 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 southbound between junctions J16  and J15 ","Reason : Roadworks are planned","Status : Pending","Schedule : Expect disruption everyday between 21:00 and 06:00 from 10 May 2022 to 13 May 2022","J15","J15A","3785142",,"Location : The M1 southbound between junctions J16  and J15A 
Reason : Roadworks are planned
Status : Pending
Schedule : Expect disruption everyday between 21:00 and 06:00 from 10 May 2022 to 13 May 2022
","Location : The M1 southbound between junctions J16  and J15A 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 11 May 2022
","M1 northbound and southbound J15a to Jct 16.
Carriageway,lane closures,24 hour narrow lanes and speed restriction due to construction works (SMART Motorways).
","HIGHEST",false,false,"M1",1652213027537,true,52.228287,-1.0063062,"ROADWORKS",,,,1652418000000,1652212800000,,,1652212800000,1652245200000,,,1652299200000,1652331600000,,,1652385600000,1652418000000,false,"RW-22-05-05-400755",false,"Hard Shoulder","CLOSED","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",,true,"75420",108019101,,"Location : The M1 southbound between junctions J16  and J15A ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 southbound between junctions J16  and J15A ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 11 May 2022","Location : The M1 southbound between junctions J16  and J15A ","Reason : Roadworks are planned","Status : Pending","Schedule : Expect disruption everyday between 21:00 and 06:00 from 10 May 2022 to 13 May 2022","J15A","J16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
