"0.id","0.description","0.awp","0.gdp","0.cause","0.severity","0.completed","0.confirmed","0.roadName","0.lastUpdatedTimestamp","0.current","0.latitude","0.longitude","0.teEventType","0.delay","0.returnToFreeFlow","0.creationDate","0.overallEndDate","0.overallStartDate","0.periods.0.id","0.periods.0.eventId","0.periods.0.startPeriod","0.periods.0.endPeriod","0.offSRN","0.eventReference","0.displayM6TollPromo","0.laneClosureDescription","0.fullClosure","0.idProvidedBySource","0.linkIds.0","0.linkIds.1","0.additionalDescription","0.formatDesc.0","0.formatDesc.1","0.formatDesc.2","0.formatDesc.3","0.formatDesc.4","0.gdpFormatted.0","0.gdpFormatted.1","0.gdpFormatted.2","0.gdpFormatted.3","0.gdpFormatted.4","0.awpFormatted.0","0.junction_ds_desc","0.junction_us_desc","1.id","1.description","1.awp","1.gdp","1.cause","1.severity","1.completed","1.confirmed","1.roadName","1.lastUpdatedTimestamp","1.current","1.latitude","1.longitude","1.teEventType","1.delay","1.returnToFreeFlow","1.creationDate","1.overallEndDate","1.overallStartDate","1.periods.0.id","1.periods.0.eventId","1.periods.0.startPeriod","1.periods.0.endPeriod","1.periods.1.id","1.periods.1.eventId","1.periods.1.startPeriod","1.periods.1.endPeriod","1.periods.2.id","1.periods.2.eventId","1.periods.2.startPeriod","1.periods.2.endPeriod","1.periods.3.id","1.periods.3.eventId","1.periods.3.startPeriod","1.periods.3.endPeriod","1.periods.4.id","1.periods.4.eventId","1.periods.4.startPeriod","1.periods.4.endPeriod","1.periods.5.id","1.periods.5.eventId","1.periods.5.startPeriod","1.periods.5.endPeriod","1.periods.6.id","1.periods.6.eventId","1.periods.6.startPeriod","1.periods.6.endPeriod","1.periods.7.id","1.periods.7.eventId","1.periods.7.startPeriod","1.periods.7.endPeriod","1.periods.8.id","1.periods.8.eventId","1.periods.8.startPeriod","1.periods.8.endPeriod","1.periods.9.id","1.periods.9.eventId","1.periods.9.startPeriod","1.periods.9.endPeriod","1.periods.10.id","1.periods.10.eventId","1.periods.10.startPeriod","1.periods.10.endPeriod","1.periods.11.id","1.periods.11.eventId","1.periods.11.startPeriod","1.periods.11.endPeriod","1.offSRN","1.eventReference","1.displayM6TollPromo","1.eventLanes.0.laneName","1.eventLanes.0.laneStatus","1.eventLanes.1.laneName","1.eventLanes.1.laneStatus","1.eventLanes.2.laneName","1.eventLanes.2.laneStatus","1.eventLanes.3.laneName","1.eventLanes.3.laneStatus","1.laneClosureDescription","1.fullClosure","1.idProvidedBySource","1.linkIds.0","1.additionalDescription","1.formatDesc.0","1.formatDesc.1","1.formatDesc.2","1.formatDesc.3","1.gdpFormatted.0","1.gdpFormatted.1","1.gdpFormatted.2","1.gdpFormatted.3","1.awpFormatted.0","1.awpFormatted.1","1.awpFormatted.2","1.awpFormatted.3","1.awpFormatted.4","1.awpFormatted.5","1.junction_ds_desc","1.junction_us_desc","_key","0.periods.1.id","0.periods.1.eventId","0.periods.1.startPeriod","0.periods.1.endPeriod","0.periods.2.id","0.periods.2.eventId","0.periods.2.startPeriod","0.periods.2.endPeriod","0.periods.3.id","0.periods.3.eventId","0.periods.3.startPeriod","0.periods.3.endPeriod","0.periods.4.id","0.periods.4.eventId","0.periods.4.startPeriod","0.periods.4.endPeriod","0.periods.5.id","0.periods.5.eventId","0.periods.5.startPeriod","0.periods.5.endPeriod","0.periods.6.id","0.periods.6.eventId","0.periods.6.startPeriod","0.periods.6.endPeriod","0.periods.7.id","0.periods.7.eventId","0.periods.7.startPeriod","0.periods.7.endPeriod","0.periods.8.id","0.periods.8.eventId","0.periods.8.startPeriod","0.periods.8.endPeriod","0.periods.9.id","0.periods.9.eventId","0.periods.9.startPeriod","0.periods.9.endPeriod","0.periods.10.id","0.periods.10.eventId","0.periods.10.startPeriod","0.periods.10.endPeriod","0.periods.11.id","0.periods.11.eventId","0.periods.11.startPeriod","0.periods.11.endPeriod","0.periods.12.id","0.periods.12.eventId","0.periods.12.startPeriod","0.periods.12.endPeriod","0.periods.13.id","0.periods.13.eventId","0.periods.13.startPeriod","0.periods.13.endPeriod","0.eventLanes.0.laneName","0.eventLanes.0.laneStatus","0.eventLanes.1.laneName","0.eventLanes.1.laneStatus","0.eventLanes.2.laneName","0.eventLanes.2.laneStatus","0.eventLanes.3.laneName","0.eventLanes.3.laneStatus","0.linkIds.2","0.awpFormatted.1","0.awpFormatted.2","0.awpFormatted.3","0.awpFormatted.4","0.awpFormatted.5","0.awpFormatted.6","0.periods.14.id","0.periods.14.eventId","0.periods.14.startPeriod","0.periods.14.endPeriod","0.linkIds.3","0.linkIds.4","0.awpFormatted.7","1.periods.12.id","1.periods.12.eventId","1.periods.12.startPeriod","1.periods.12.endPeriod","1.periods.13.id","1.periods.13.eventId","1.periods.13.startPeriod","1.periods.13.endPeriod","1.periods.14.id","1.periods.14.eventId","1.periods.14.startPeriod","1.periods.14.endPeriod","1.linkIds.1","1.linkIds.2","1.linkIds.3","1.linkIds.4","1.awpFormatted.6","1.awpFormatted.7","1.formatDesc.4","1.gdpFormatted.4","0.eventLanes.4.laneName","0.eventLanes.4.laneStatus","1.eventLanes.4.laneName","1.eventLanes.4.laneStatus"
"3814100",,"Location : The M1 southbound between junctions J31  and J30 
Reason : Roadside equipment maintenance is planned
Status : Pending
Schedule : Expect disruption everyday between 20:00 and 06:00 from 6 June 2022 to 8 June 2022
","Location : The M1 southbound between junctions J31  and J30 
Reason : Roadside Equipment Maintenance
Status : Currently Active
Period : expect disruption until 06:00 on 7 June 2022
","M1 northbound and southbound Jct 29 to Jct 31.
Lane closures for Technology works ","LOW",false,false,"M1",1654542253631,true,53.35159,-1.2866093,"ROADWORKS",,,,1654664400000,1654542000000,,,1654542000000,1654578000000,false,"RW-22-06-01-300803",false,,false,"267302",123015601,123015501,,"Location : The M1 southbound between junctions J31  and J30 ","Reason : Roadside Equipment Maintenance","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 southbound between junctions J31  and J30 ","Reason : Roadside Equipment Maintenance","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 southbound between junctions J31  and J30 ","J30","J31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123015601",,,1654628400000,1654664400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane 1","CLOSED","Lane 2","NORMAL","Lane 3","NORMAL","Lane 4","NORMAL",,"Reason : Roadside equipment maintenance is planned","Status : Pending","Schedule : Expect disruption everyday between 20:00 and 06:00 from 6 June 2022 to 8 June 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3619354",,"","Location : The M1 northbound between junctions J14  and J15 
Name : M1 J14 northbound access : M1 northbound between J14 and J15 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 00:00 on 6 May 2022 to 22:00 on 27 June 2022
","","HIGHEST",false,false,"M1",1654092154600,true,52.05836,-0.7007035,"ROADWORKS",,,,1656363600000,1654059600000,,,1654059600000,1656363600000,false,"RW-21-12-27-100520",false,,false,"248241",123017801,123017701,,"Location : The M1 northbound between junctions J14  and J15 ","Name : M1 J14 northbound access : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 00:00 on 6 May 2022 to 22:00 on 27 June 2022","Location : The M1 northbound between junctions J14  and J15 ","Name : M1 J14 northbound access : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 00:00 on 6 May 2022 to 22:00 on 27 June 2022","","J15","J14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123017701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108019502,,,,,,,,,,,108020002,,,,,,,,,,,,,,,,,,,,,,,,,,
"3619354",,"","Location : The M1 northbound between junctions J14  and J15 
Name : M1 J14 northbound access : M1 northbound between J14 and J15 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 00:00 on 6 May 2022 to 22:00 on 27 June 2022
","","HIGHEST",false,false,"M1",1654092154600,true,52.05836,-0.7007035,"ROADWORKS",,,,1656363600000,1654059600000,,,1654059600000,1656363600000,false,"RW-21-12-27-100520",false,,false,"248241",123017801,123017701,,"Location : The M1 northbound between junctions J14  and J15 ","Name : M1 J14 northbound access : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 00:00 on 6 May 2022 to 22:00 on 27 June 2022","Location : The M1 northbound between junctions J14  and J15 ","Name : M1 J14 northbound access : M1 northbound between J14 and J15 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 00:00 on 6 May 2022 to 22:00 on 27 June 2022","","J15","J14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123017801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108019502,,,,,,,,,,,108020002,,,,,,,,,,,,,,,,,,,,,,,,,,
"3813824",,"Location : The M1 southbound between junctions J15  and J14 
Reason : Roadworks are planned
Status : Pending
Schedule : Expect disruption everyday between 21:00 and 06:00 from 6 June 2022 to 12 June 2022
Schedule : Expect disruption everyday between 21:00 and 06:00 from 13 June 2022 to 15 June 2022
","Location : The M1 southbound between junctions J15  and J14 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 7 June 2022
","M1 northbound and southbound Hartwell to Jct 15.
Carriageway, lane closures, 24 hour narrow lanes and speed restrictions due to construction works (SMART Motorways).","LOW",false,false,"M1",1654546615565,true,52.175163,-0.8757767,"ROADWORKS",,,,1655269200000,1654545600000,,,1654545600000,1654578000000,false,"RW-22-06-01-300527",false,,false,"75425",123017901,,,"Location : The M1 southbound between junctions J15  and J14 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 southbound between junctions J15  and J14 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 southbound between junctions J15  and J14 ","J14","J15","3813822",,"","Location : The M1 southbound between junctions J15  and J14 
Name : M1 southbound between J15 and J14 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 21:03 on 6 June 2022 to 06:00 on 27 June 2022
","","LOW",false,false,"M1",1654545833061,true,52.180477,-0.88544464,"ROADWORKS",,,,1656306000000,1654545600000,,,1654545600000,1656306000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"RW-22-06-01-300525",false,,,,,,,,,,false,"75425",123017901,,"Location : The M1 southbound between junctions J15  and J14 ","Name : M1 southbound between J15 and J14 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Location : The M1 southbound between junctions J15  and J14 ","Name : M1 southbound between J15 and J14 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","",,,,,,"J14","J15","123017901",,,1654632000000,1654664400000,,,1654718400000,1654750800000,,,1654804800000,1654837200000,,,1654891200000,1654923600000,,,1654977600000,1655010000000,,,1655150400000,1655182800000,,,1655236800000,1655269200000,,,,,,,,,,,,,,,,,,,,,,,,,"Hard Shoulder","NORMAL","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","NORMAL",,"Reason : Roadworks are planned","Status : Pending","Schedule : Expect disruption everyday between 21:00 and 06:00 from 6 June 2022 to 12 June 2022","Schedule : Expect disruption everyday between 21:00 and 06:00 from 13 June 2022 to 15 June 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Period : from 21:03 on 6 June 2022 to 06:00 on 27 June 2022","Period : from 21:03 on 6 June 2022 to 06:00 on 27 June 2022",,,,
"3819384",,"","Location : The M1 southbound between junctions J4  and J1 
Reason : Emergency Roadside Drains works
Status : Currently Active
Period : expect disruption until 05:00 on 7 June 2022
","M1 Jct 3 to Jct 1 southbound
Lane closure for center reservation drainage works 
","LOW",false,false,"M1",1654557020694,true,51.613842,-0.24925642,"ROADWORKS",,,,1654574400000,1654557000000,,,1654557000000,1654574400000,false,"RW-22-06-06-101758",false,,false,"265364",126043501,199112102,,"Location : The M1 southbound between junctions J4  and J1 ","Reason : Emergency Roadside Drains works","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"Location : The M1 southbound between junctions J4  and J1 ","Reason : Emergency Roadside Drains works","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"","J2","J4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126043501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hard Shoulder","NORMAL","Lane 1","NORMAL","Lane 2","CLOSED","Lane 3","CLOSED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3819384",,"","Location : The M1 southbound between junctions J4  and J1 
Reason : Emergency Roadside Drains works
Status : Currently Active
Period : expect disruption until 05:00 on 7 June 2022
","M1 Jct 3 to Jct 1 southbound
Lane closure for center reservation drainage works 
","LOW",false,false,"M1",1654557020694,true,51.613842,-0.24925642,"ROADWORKS",,,,1654574400000,1654557000000,,,1654557000000,1654574400000,false,"RW-22-06-06-101758",false,,false,"265364",126043501,199112102,,"Location : The M1 southbound between junctions J4  and J1 ","Reason : Emergency Roadside Drains works","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"Location : The M1 southbound between junctions J4  and J1 ","Reason : Emergency Roadside Drains works","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"","J2","J4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"199112102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hard Shoulder","NORMAL","Lane 1","NORMAL","Lane 2","CLOSED","Lane 3","CLOSED",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3813848",,"Location : The M1 northbound between junctions J8  and J9 
Reason : Roadside drains works are planned
Status : Pending
Schedule : Expect disruption everyday between 22:00 and 05:00 from 6 June 2022 to 11 June 2022
","Location : The M1 northbound between junctions J8  and J9 
Reason : Roadside Drains Works
Status : Currently Active
Period : expect disruption until 05:00 on 7 June 2022
","M1 northbound and southbound
Jct 8 to Jct 10 back to back mobile lane closures due to drainage works on behalf of Ringway","LOW",false,false,"M1",1654549222649,true,51.765118,-0.41599053,"ROADWORKS",,,,1654920000000,1654549200000,,,1654549200000,1654574400000,false,"RW-22-06-01-300551",false,,false,"272243",200047566,,,"Location : The M1 northbound between junctions J8  and J9 ","Reason : Roadside Drains Works","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"Location : The M1 northbound between junctions J8  and J9 ","Reason : Roadside Drains Works","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"Location : The M1 northbound between junctions J8  and J9 ","J9","J8","3813959",,"Location : The M1 northbound between junctions J8  and J9 
Reason : Roadworks are planned
Status : Pending
Schedule : Expect disruption everyday between 22:00 and 05:00 from 6 June 2022 to 8 June 2022
","Location : The M1 northbound between junctions J8  and J9 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 05:00 on 7 June 2022
","","HIGHEST",false,false,"M1",1654549222901,true,51.76415,-0.41626665,"ROADWORKS",,,,1654660800000,1654549200000,,,1654549200000,1654574400000,,,1654635600000,1654660800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"RW-22-06-01-300662",false,"Hard Shoulder","CLOSED","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",,true,"23160",200047566,,"Location : The M1 northbound between junctions J8  and J9 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022","Location : The M1 northbound between junctions J8  and J9 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022","Location : The M1 northbound between junctions J8  and J9 ","Reason : Roadworks are planned","Status : Pending","Schedule : Expect disruption everyday between 22:00 and 05:00 from 6 June 2022 to 8 June 2022",,,"J9","J8","200047566",,,1654635600000,1654660800000,,,1654722000000,1654747200000,,,1654808400000,1654833600000,,,1654894800000,1654920000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hard Shoulder","NORMAL","Lane 1","CLOSED","Lane 2","NORMAL","Lane 3","NORMAL",,"Reason : Roadside drains works are planned","Status : Pending","Schedule : Expect disruption everyday between 22:00 and 05:00 from 6 June 2022 to 11 June 2022",,,,,,,,,,,,,,,,,,,,,,,108022602,,,,,,,,"Lane 4","NORMAL","Lane 4","CLOSED"
"3619377",,"","Location : The M1 northbound between junctions J12  and J14 
Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022
","","HIGHEST",false,false,"M1",1654084967184,true,52.017006,-0.5662977,"ROADWORKS",,,,1656363600000,1654059600000,,,1654059600000,1656363600000,false,"RW-21-12-27-100543",false,,false,"248182",108020101,200113967,,"Location : The M1 northbound between junctions J12  and J14 ","Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022","Location : The M1 northbound between junctions J12  and J14 ","Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022","","J14","J13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200113967",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108020301,,,,,,,,,,,108020001,,,,,,,,,,,,,,,,,,,,,,,,,,
"3813743",,"Location : The M1 northbound between junctions J18  and J20 
Reason : Road repairs are planned
Status : Pending
Schedule : Expect disruption everyday between 20:00 and 06:00 from 6 June 2022 to 9 June 2022
Schedule : Expect disruption everyday between 22:00 and 06:00 from 9 June 2022 to 11 June 2022
Schedule : Expect disruption everyday between 20:00 and 06:00 from 13 June 2022 to 16 June 2022
Schedule : Expect disruption everyday between 22:00 and 06:00 from 16 June 2022 to 18 June 2022
Schedule : Expect disruption everyday between 20:00 and 06:00 from 20 June 2022 to 25 June 2022
","Location : The M1 northbound between junctions J18  and J20 
Reason : Road repairs
Status : Currently Active
Period : expect disruption until 06:00 on 7 June 2022
","M1 northbound Jct 19 to Jct 21
Carriageway and slip road closures due to maintenance work.
Diversion via National Highways and local authority networks","HIGHEST",false,false,"M1",1654542370141,true,52.395916,-1.1734401,"ROADWORKS",,,,1656133200000,1654542000000,,,1654542000000,1654578000000,false,"RW-22-06-01-300446",false,,true,"264991",107034101,200122864,,"Location : The M1 northbound between junctions J18  and J20 ","Reason : Road repairs","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 northbound between junctions J18  and J20 ","Reason : Road repairs","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 northbound between junctions J18  and J20 ","J20","J19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200122698",,,1654628400000,1654664400000,,,1654714800000,1654750800000,,,1654808400000,1654837200000,,,1654894800000,1654923600000,,,1655146800000,1655182800000,,,1655233200000,1655269200000,,,1655319600000,1655355600000,,,1655413200000,1655442000000,,,1655499600000,1655528400000,,,1655751600000,1655787600000,,,1655838000000,1655874000000,,,1655924400000,1655960400000,,,1656010800000,1656046800000,"Hard Shoulder","CLOSED","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",200122698,"Reason : Road repairs are planned","Status : Pending","Schedule : Expect disruption everyday between 20:00 and 06:00 from 6 June 2022 to 9 June 2022","Schedule : Expect disruption everyday between 22:00 and 06:00 from 9 June 2022 to 11 June 2022","Schedule : Expect disruption everyday between 20:00 and 06:00 from 13 June 2022 to 16 June 2022","Schedule : Expect disruption everyday between 22:00 and 06:00 from 16 June 2022 to 18 June 2022",,,1656097200000,1656133200000,200122699,107034001,"Schedule : Expect disruption everyday between 20:00 and 06:00 from 20 June 2022 to 25 June 2022",,,,,,,,,,,,,,,,,,,,,,,,
"3813743",,"Location : The M1 northbound between junctions J18  and J20 
Reason : Road repairs are planned
Status : Pending
Schedule : Expect disruption everyday between 20:00 and 06:00 from 6 June 2022 to 9 June 2022
Schedule : Expect disruption everyday between 22:00 and 06:00 from 9 June 2022 to 11 June 2022
Schedule : Expect disruption everyday between 20:00 and 06:00 from 13 June 2022 to 16 June 2022
Schedule : Expect disruption everyday between 22:00 and 06:00 from 16 June 2022 to 18 June 2022
Schedule : Expect disruption everyday between 20:00 and 06:00 from 20 June 2022 to 25 June 2022
","Location : The M1 northbound between junctions J18  and J20 
Reason : Road repairs
Status : Currently Active
Period : expect disruption until 06:00 on 7 June 2022
","M1 northbound Jct 19 to Jct 21
Carriageway and slip road closures due to maintenance work.
Diversion via National Highways and local authority networks","HIGHEST",false,false,"M1",1654542370141,true,52.395916,-1.1734401,"ROADWORKS",,,,1656133200000,1654542000000,,,1654542000000,1654578000000,false,"RW-22-06-01-300446",false,,true,"264991",107034101,200122864,,"Location : The M1 northbound between junctions J18  and J20 ","Reason : Road repairs","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 northbound between junctions J18  and J20 ","Reason : Road repairs","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 northbound between junctions J18  and J20 ","J20","J19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200122699",,,1654628400000,1654664400000,,,1654714800000,1654750800000,,,1654808400000,1654837200000,,,1654894800000,1654923600000,,,1655146800000,1655182800000,,,1655233200000,1655269200000,,,1655319600000,1655355600000,,,1655413200000,1655442000000,,,1655499600000,1655528400000,,,1655751600000,1655787600000,,,1655838000000,1655874000000,,,1655924400000,1655960400000,,,1656010800000,1656046800000,"Hard Shoulder","CLOSED","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",200122698,"Reason : Road repairs are planned","Status : Pending","Schedule : Expect disruption everyday between 20:00 and 06:00 from 6 June 2022 to 9 June 2022","Schedule : Expect disruption everyday between 22:00 and 06:00 from 9 June 2022 to 11 June 2022","Schedule : Expect disruption everyday between 20:00 and 06:00 from 13 June 2022 to 16 June 2022","Schedule : Expect disruption everyday between 22:00 and 06:00 from 16 June 2022 to 18 June 2022",,,1656097200000,1656133200000,200122699,107034001,"Schedule : Expect disruption everyday between 20:00 and 06:00 from 20 June 2022 to 25 June 2022",,,,,,,,,,,,,,,,,,,,,,,,
"3813743",,"Location : The M1 northbound between junctions J18  and J20 
Reason : Road repairs are planned
Status : Pending
Schedule : Expect disruption everyday between 20:00 and 06:00 from 6 June 2022 to 9 June 2022
Schedule : Expect disruption everyday between 22:00 and 06:00 from 9 June 2022 to 11 June 2022
Schedule : Expect disruption everyday between 20:00 and 06:00 from 13 June 2022 to 16 June 2022
Schedule : Expect disruption everyday between 22:00 and 06:00 from 16 June 2022 to 18 June 2022
Schedule : Expect disruption everyday between 20:00 and 06:00 from 20 June 2022 to 25 June 2022
","Location : The M1 northbound between junctions J18  and J20 
Reason : Road repairs
Status : Currently Active
Period : expect disruption until 06:00 on 7 June 2022
","M1 northbound Jct 19 to Jct 21
Carriageway and slip road closures due to maintenance work.
Diversion via National Highways and local authority networks","HIGHEST",false,false,"M1",1654542370141,true,52.395916,-1.1734401,"ROADWORKS",,,,1656133200000,1654542000000,,,1654542000000,1654578000000,false,"RW-22-06-01-300446",false,,true,"264991",107034101,200122864,,"Location : The M1 northbound between junctions J18  and J20 ","Reason : Road repairs","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 northbound between junctions J18  and J20 ","Reason : Road repairs","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 northbound between junctions J18  and J20 ","J20","J19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200122864",,,1654628400000,1654664400000,,,1654714800000,1654750800000,,,1654808400000,1654837200000,,,1654894800000,1654923600000,,,1655146800000,1655182800000,,,1655233200000,1655269200000,,,1655319600000,1655355600000,,,1655413200000,1655442000000,,,1655499600000,1655528400000,,,1655751600000,1655787600000,,,1655838000000,1655874000000,,,1655924400000,1655960400000,,,1656010800000,1656046800000,"Hard Shoulder","CLOSED","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",200122698,"Reason : Road repairs are planned","Status : Pending","Schedule : Expect disruption everyday between 20:00 and 06:00 from 6 June 2022 to 9 June 2022","Schedule : Expect disruption everyday between 22:00 and 06:00 from 9 June 2022 to 11 June 2022","Schedule : Expect disruption everyday between 20:00 and 06:00 from 13 June 2022 to 16 June 2022","Schedule : Expect disruption everyday between 22:00 and 06:00 from 16 June 2022 to 18 June 2022",,,1656097200000,1656133200000,200122699,107034001,"Schedule : Expect disruption everyday between 20:00 and 06:00 from 20 June 2022 to 25 June 2022",,,,,,,,,,,,,,,,,,,,,,,,
