"0.id","0.description","0.awp","0.gdp","0.cause","0.severity","0.completed","0.confirmed","0.roadName","0.lastUpdatedTimestamp","0.current","0.latitude","0.longitude","0.teEventType","0.delay","0.returnToFreeFlow","0.creationDate","0.overallEndDate","0.overallStartDate","0.periods.0.id","0.periods.0.eventId","0.periods.0.startPeriod","0.periods.0.endPeriod","0.offSRN","0.eventReference","0.displayM6TollPromo","0.laneClosureDescription","0.fullClosure","0.idProvidedBySource","0.linkIds.0","0.linkIds.1","0.additionalDescription","0.formatDesc.0","0.formatDesc.1","0.formatDesc.2","0.formatDesc.3","0.formatDesc.4","0.gdpFormatted.0","0.gdpFormatted.1","0.gdpFormatted.2","0.gdpFormatted.3","0.gdpFormatted.4","0.awpFormatted.0","0.junction_ds_desc","0.junction_us_desc","1.id","1.description","1.awp","1.gdp","1.cause","1.severity","1.completed","1.confirmed","1.roadName","1.lastUpdatedTimestamp","1.current","1.latitude","1.longitude","1.teEventType","1.delay","1.returnToFreeFlow","1.creationDate","1.overallEndDate","1.overallStartDate","1.periods.0.id","1.periods.0.eventId","1.periods.0.startPeriod","1.periods.0.endPeriod","1.periods.1.id","1.periods.1.eventId","1.periods.1.startPeriod","1.periods.1.endPeriod","1.periods.2.id","1.periods.2.eventId","1.periods.2.startPeriod","1.periods.2.endPeriod","1.periods.3.id","1.periods.3.eventId","1.periods.3.startPeriod","1.periods.3.endPeriod","1.periods.4.id","1.periods.4.eventId","1.periods.4.startPeriod","1.periods.4.endPeriod","1.periods.5.id","1.periods.5.eventId","1.periods.5.startPeriod","1.periods.5.endPeriod","1.periods.6.id","1.periods.6.eventId","1.periods.6.startPeriod","1.periods.6.endPeriod","1.periods.7.id","1.periods.7.eventId","1.periods.7.startPeriod","1.periods.7.endPeriod","1.periods.8.id","1.periods.8.eventId","1.periods.8.startPeriod","1.periods.8.endPeriod","1.periods.9.id","1.periods.9.eventId","1.periods.9.startPeriod","1.periods.9.endPeriod","1.periods.10.id","1.periods.10.eventId","1.periods.10.startPeriod","1.periods.10.endPeriod","1.periods.11.id","1.periods.11.eventId","1.periods.11.startPeriod","1.periods.11.endPeriod","1.offSRN","1.eventReference","1.displayM6TollPromo","1.eventLanes.0.laneName","1.eventLanes.0.laneStatus","1.eventLanes.1.laneName","1.eventLanes.1.laneStatus","1.eventLanes.2.laneName","1.eventLanes.2.laneStatus","1.eventLanes.3.laneName","1.eventLanes.3.laneStatus","1.laneClosureDescription","1.fullClosure","1.idProvidedBySource","1.linkIds.0","1.additionalDescription","1.formatDesc.0","1.formatDesc.1","1.formatDesc.2","1.formatDesc.3","1.gdpFormatted.0","1.gdpFormatted.1","1.gdpFormatted.2","1.gdpFormatted.3","1.awpFormatted.0","1.awpFormatted.1","1.awpFormatted.2","1.awpFormatted.3","1.awpFormatted.4","1.awpFormatted.5","1.junction_ds_desc","1.junction_us_desc","_key","0.periods.1.id","0.periods.1.eventId","0.periods.1.startPeriod","0.periods.1.endPeriod","0.periods.2.id","0.periods.2.eventId","0.periods.2.startPeriod","0.periods.2.endPeriod","0.periods.3.id","0.periods.3.eventId","0.periods.3.startPeriod","0.periods.3.endPeriod","0.periods.4.id","0.periods.4.eventId","0.periods.4.startPeriod","0.periods.4.endPeriod","0.periods.5.id","0.periods.5.eventId","0.periods.5.startPeriod","0.periods.5.endPeriod","0.periods.6.id","0.periods.6.eventId","0.periods.6.startPeriod","0.periods.6.endPeriod","0.periods.7.id","0.periods.7.eventId","0.periods.7.startPeriod","0.periods.7.endPeriod","0.periods.8.id","0.periods.8.eventId","0.periods.8.startPeriod","0.periods.8.endPeriod","0.periods.9.id","0.periods.9.eventId","0.periods.9.startPeriod","0.periods.9.endPeriod","0.periods.10.id","0.periods.10.eventId","0.periods.10.startPeriod","0.periods.10.endPeriod","0.periods.11.id","0.periods.11.eventId","0.periods.11.startPeriod","0.periods.11.endPeriod","0.periods.12.id","0.periods.12.eventId","0.periods.12.startPeriod","0.periods.12.endPeriod","0.periods.13.id","0.periods.13.eventId","0.periods.13.startPeriod","0.periods.13.endPeriod","0.eventLanes.0.laneName","0.eventLanes.0.laneStatus","0.eventLanes.1.laneName","0.eventLanes.1.laneStatus","0.eventLanes.2.laneName","0.eventLanes.2.laneStatus","0.eventLanes.3.laneName","0.eventLanes.3.laneStatus","0.linkIds.2","0.awpFormatted.1","0.awpFormatted.2","0.awpFormatted.3","0.awpFormatted.4","0.awpFormatted.5","0.awpFormatted.6","0.periods.14.id","0.periods.14.eventId","0.periods.14.startPeriod","0.periods.14.endPeriod","0.linkIds.3","0.linkIds.4","0.awpFormatted.7","1.periods.12.id","1.periods.12.eventId","1.periods.12.startPeriod","1.periods.12.endPeriod","1.periods.13.id","1.periods.13.eventId","1.periods.13.startPeriod","1.periods.13.endPeriod","1.periods.14.id","1.periods.14.eventId","1.periods.14.startPeriod","1.periods.14.endPeriod","1.linkIds.1","1.linkIds.2","1.linkIds.3","1.linkIds.4","1.awpFormatted.6","1.awpFormatted.7","1.formatDesc.4","1.gdpFormatted.4","0.eventLanes.4.laneName","0.eventLanes.4.laneStatus","1.eventLanes.4.laneName","1.eventLanes.4.laneStatus"
"3619365",,"","Location : The M1 southbound
Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 06:00 on 19 March 2022 to 22:00 on 27 June 2022
","","HIGHEST",false,false,"M1",1654092171674,true,52.08291,-0.7472899,"ROADWORKS",,,,1656363600000,1654059600000,,,1654059600000,1656363600000,false,"RW-21-12-27-100531",false,,false,"248241",108020201,108019802,,"Location : The M1 southbound","Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 19 March 2022 to 22:00 on 27 June 2022","Location : The M1 southbound","Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 19 March 2022 to 22:00 on 27 June 2022","","J14","J15","3814245",,"","Location : The M1 southbound between junctions J15  and J14 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 05:00 on 7 June 2022
","M1 Northbound and Southbound
Jct 14 to Hartwell Area 7/8 Border - Various Lane closures and Carriageway closures for Smart Motorway works on behalf of CostainGT
","HIGHEST",false,false,"M1",1654545809554,true,52.06889,-0.7221125,"ROADWORKS",,,,1654574400000,1654545600000,,,1654545600000,1654574400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"RW-22-06-01-300948",false,"Hard Shoulder","HARD_SHOULDER_RUNNING","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",,false,"248241",108019802,,"Location : The M1 southbound between junctions J15  and J14 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022","Location : The M1 southbound between junctions J15  and J14 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022","",,,,,,"J14","J15","108019802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123018002,,,,,,,,,,,108019901,,,,,,,,,,,,,,,,,,,,,,,,,,
"3619365",,"","Location : The M1 southbound
Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 06:00 on 19 March 2022 to 22:00 on 27 June 2022
","","HIGHEST",false,false,"M1",1654092171674,true,52.08291,-0.7472899,"ROADWORKS",,,,1656363600000,1654059600000,,,1654059600000,1656363600000,false,"RW-21-12-27-100531",false,,false,"248241",108020201,108019802,,"Location : The M1 southbound","Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 19 March 2022 to 22:00 on 27 June 2022","Location : The M1 southbound","Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 19 March 2022 to 22:00 on 27 June 2022","","J14","J15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108019901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123018002,,,,,,,,,,,108019901,,,,,,,,,,,,,,,,,,,,,,,,,,
"3619377",,"","Location : The M1 northbound between junctions J12  and J14 
Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022
","","HIGHEST",false,false,"M1",1654084967184,true,52.017006,-0.5662977,"ROADWORKS",,,,1656363600000,1654059600000,,,1654059600000,1656363600000,false,"RW-21-12-27-100543",false,,false,"248182",108020101,200113967,,"Location : The M1 northbound between junctions J12  and J14 ","Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022","Location : The M1 northbound between junctions J12  and J14 ","Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022","","J14","J13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108020001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108020301,,,,,,,,,,,108020001,,,,,,,,,,,,,,,,,,,,,,,,,,
"3619377",,"","Location : The M1 northbound between junctions J12  and J14 
Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022
","","HIGHEST",false,false,"M1",1654084967184,true,52.017006,-0.5662977,"ROADWORKS",,,,1656363600000,1654059600000,,,1654059600000,1656363600000,false,"RW-21-12-27-100543",false,,false,"248182",108020101,200113967,,"Location : The M1 northbound between junctions J12  and J14 ","Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022","Location : The M1 northbound between junctions J12  and J14 ","Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022","","J14","J13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108020101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108020301,,,,,,,,,,,108020001,,,,,,,,,,,,,,,,,,,,,,,,,,
"3619384",,"","Location : The M1 southbound between junctions J14  and J13 
Name : M1 southbound between J14 and J13 : M1 J13 southbound exit : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022
","","HIGHEST",false,false,"M1",1654084980392,true,52.056274,-0.69317883,"ROADWORKS",,,,1656363600000,1654059600000,,,1654059600000,1656363600000,false,"RW-21-12-27-100550",false,,false,"248182",108020201,200046815,,"Location : The M1 southbound between junctions J14  and J13 ","Name : M1 southbound between J14 and J13 : M1 J13 southbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022","Location : The M1 southbound between junctions J14  and J13 ","Name : M1 southbound between J14 and J13 : M1 J13 southbound exit : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022","","J13","J14","3619365",,"","Location : The M1 southbound
Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 06:00 on 19 March 2022 to 22:00 on 27 June 2022
","","HIGHEST",false,false,"M1",1654092171674,true,52.08291,-0.7472899,"ROADWORKS",,,,1656363600000,1654059600000,,,1654059600000,1656363600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,"RW-21-12-27-100531",false,,,,,,,,,,false,"248241",108020201,,"Location : The M1 southbound","Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Location : The M1 southbound","Name : M1 southbound at the Newport Pagnell services slip road between J15 and J14 : M1 southbound between J14 and J13 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","",,,,,,"J14","J15","108020201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108019802,123018002,108019901,,,,"Period : from 06:00 on 19 March 2022 to 22:00 on 27 June 2022","Period : from 06:00 on 19 March 2022 to 22:00 on 27 June 2022",,,,
"3619377",,"","Location : The M1 northbound between junctions J12  and J14 
Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES
Reason : Roadworks scheme
Status : Currently Active
Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022
","","HIGHEST",false,false,"M1",1654084967184,true,52.017006,-0.5662977,"ROADWORKS",,,,1656363600000,1654059600000,,,1654059600000,1656363600000,false,"RW-21-12-27-100543",false,,false,"248182",108020101,200113967,,"Location : The M1 northbound between junctions J12  and J14 ","Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022","Location : The M1 northbound between junctions J12  and J14 ","Name : M1 northbound between J12 and J13 : M1 northbound within J14 : MAJOR SCHEMES","Reason : Roadworks scheme","Status : Currently Active","Period : from 06:00 on 7 May 2022 to 22:00 on 27 June 2022","","J14","J13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108020301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108020301,,,,,,,,,,,108020001,,,,,,,,,,,,,,,,,,,,,,,,,,
"3818269",,"","Location : The M1 southbound at junction J10 
Reason : Roadside Equipment Maintenance
Status : Currently Active
Period : expect disruption until 05:00 on 7 June 2022
","M1 southbound 
Jct 10 to Jct 9 
lane closure for communications on behalf of Ringway","LOW",false,false,"M1",1654549226738,true,51.8567,-0.42577332,"ROADWORKS",,,,1654574400000,1654549200000,,,1654549200000,1654574400000,false,"RW-22-06-06-100643",false,,false,"270555",108021901,,,"Location : The M1 southbound at junction J10 ","Reason : Roadside Equipment Maintenance","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"Location : The M1 southbound at junction J10 ","Reason : Roadside Equipment Maintenance","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"","J10","J11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108021901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hard Shoulder","NORMAL","Lane 1","CLOSED","Lane 2","NORMAL","Lane 3","NORMAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane 4","NORMAL",,
"3818270",,"","Location : The M1 southbound between junctions J11  and J10 
Reason : Roadside Equipment Maintenance
Status : Currently Active
Period : expect disruption until 05:00 on 7 June 2022
","M1 southbound 
Jct 10 to Jct 9 
lane closure for communications on behalf of Ringway","LOW",false,false,"M1",1654549227154,true,51.85932,-0.42905727,"ROADWORKS",,,,1654574400000,1654549200000,,,1654549200000,1654574400000,false,"RW-22-06-06-100644",false,,false,"270555",108022301,,,"Location : The M1 southbound between junctions J11  and J10 ","Reason : Roadside Equipment Maintenance","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"Location : The M1 southbound between junctions J11  and J10 ","Reason : Roadside Equipment Maintenance","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"","J10","J11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108022301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hard Shoulder","NORMAL","Lane 1","CLOSED","Lane 2","NORMAL","Lane 3","NORMAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3813959",,"Location : The M1 northbound between junctions J8  and J9 
Reason : Roadworks are planned
Status : Pending
Schedule : Expect disruption everyday between 22:00 and 05:00 from 6 June 2022 to 8 June 2022
","Location : The M1 northbound between junctions J8  and J9 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 05:00 on 7 June 2022
","","HIGHEST",false,false,"M1",1654549222901,true,51.76415,-0.41626665,"ROADWORKS",,,,1654660800000,1654549200000,,,1654549200000,1654574400000,false,"RW-22-06-01-300662",false,,true,"23160",200047566,108022602,,"Location : The M1 northbound between junctions J8  and J9 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"Location : The M1 northbound between junctions J8  and J9 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 05:00 on 7 June 2022",,"Location : The M1 northbound between junctions J8  and J9 ","J9","J8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108022602",,,1654635600000,1654660800000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hard Shoulder","CLOSED","Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","CLOSED",,"Reason : Roadworks are planned","Status : Pending","Schedule : Expect disruption everyday between 22:00 and 05:00 from 6 June 2022 to 8 June 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane 4","CLOSED",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108023701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2900561",,"","Location : The M1 northbound between junctions J1  and J5 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 05:00 on 27 November 2030
","M1 Northbound Jct 4 to Jct 5 
Hard Shoulder closure northbound due to low footbridge headroom","HIGHEST",false,false,"M1",1651827029341,true,51.645107,-0.32849106,"ROADWORKS",,,,1921986000000,1538134800000,,,1538134800000,1921986000000,false,"RW-20-04-17-500492",false,,false,"75882",108024801,,,"Location : The M1 northbound between junctions J1  and J5 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 05:00 on 27 November 2030",,"Location : The M1 northbound between junctions J1  and J5 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 05:00 on 27 November 2030",,"","J5","J4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108024801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hard Shoulder","CLOSED","Lane 1","NORMAL","Lane 2","NORMAL","Lane 3","NORMAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3819524",,"","Location : The M1 northbound between junctions J39  and J40 
Reason : Broken down vehicle
Status : Currently Active
Time To Clear : The event is expected to clear between 05:00 and 05:15 on 7 June 2022
Return To Normal : Normal traffic conditions are expected between 05:00 and 05:15 on 7 June 2022
","","LOW",false,true,"M1",1654571737398,true,53.657967,-1.5303261,"INCIDENT",,,,1654574520000,1654568717176,,,1654568717176,1654574520000,false,"UF-22-06-07-200019",false,,false,,116018301,,,"Location : The M1 northbound between junctions J39  and J40 ","Reason : Broken down vehicle","Status : Currently Active","Time To Clear : The event is expected to clear between 05:00 and 05:15 on 7 June 2022","Return To Normal : Normal traffic conditions are expected between 05:00 and 05:15 on 7 June 2022","Location : The M1 northbound between junctions J39  and J40 ","Reason : Broken down vehicle","Status : Currently Active","Time To Clear : The event is expected to clear between 05:00 and 05:15 on 7 June 2022","Return To Normal : Normal traffic conditions are expected between 05:00 and 05:15 on 7 June 2022","","J40","J39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116018301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane 1","CLOSED","Lane 2","NORMAL","Lane 3","NORMAL","Lane 4","NORMAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3818023",,"","Location : The M1 southbound between junctions J41  and J40 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 7 June 2022
","M1 northbound and southbound Jct 40 to Jct 41.
Lane closures for inspections ","LOW",false,false,"M1",1654542131870,true,53.714905,-1.5364933,"ROADWORKS",,,,1654578000000,1654542000000,,,1654542000000,1654578000000,false,"RW-22-06-06-100397",false,,false,"269316",116018401,116023302,,"Location : The M1 southbound between junctions J41  and J40 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 southbound between junctions J41  and J40 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"","J41","J42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116018401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","NORMAL","Lane 4","NORMAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3818023",,"","Location : The M1 southbound between junctions J41  and J40 
Reason : Roadworks
Status : Currently Active
Period : expect disruption until 06:00 on 7 June 2022
","M1 northbound and southbound Jct 40 to Jct 41.
Lane closures for inspections ","LOW",false,false,"M1",1654542131870,true,53.714905,-1.5364933,"ROADWORKS",,,,1654578000000,1654542000000,,,1654542000000,1654578000000,false,"RW-22-06-06-100397",false,,false,"269316",116018401,116023302,,"Location : The M1 southbound between junctions J41  and J40 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 southbound between junctions J41  and J40 ","Reason : Roadworks","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"","J41","J42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116023302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane 1","CLOSED","Lane 2","CLOSED","Lane 3","NORMAL","Lane 4","NORMAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3814100",,"Location : The M1 southbound between junctions J31  and J30 
Reason : Roadside equipment maintenance is planned
Status : Pending
Schedule : Expect disruption everyday between 20:00 and 06:00 from 6 June 2022 to 8 June 2022
","Location : The M1 southbound between junctions J31  and J30 
Reason : Roadside Equipment Maintenance
Status : Currently Active
Period : expect disruption until 06:00 on 7 June 2022
","M1 northbound and southbound Jct 29 to Jct 31.
Lane closures for Technology works ","LOW",false,false,"M1",1654542253631,true,53.35159,-1.2866093,"ROADWORKS",,,,1654664400000,1654542000000,,,1654542000000,1654578000000,false,"RW-22-06-01-300803",false,,false,"267302",123015601,123015501,,"Location : The M1 southbound between junctions J31  and J30 ","Reason : Roadside Equipment Maintenance","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 southbound between junctions J31  and J30 ","Reason : Roadside Equipment Maintenance","Status : Currently Active","Period : expect disruption until 06:00 on 7 June 2022",,"Location : The M1 southbound between junctions J31  and J30 ","J30","J31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123015501",,,1654628400000,1654664400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lane 1","CLOSED","Lane 2","NORMAL","Lane 3","NORMAL","Lane 4","NORMAL",,"Reason : Roadside equipment maintenance is planned","Status : Pending","Schedule : Expect disruption everyday between 20:00 and 06:00 from 6 June 2022 to 8 June 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
